funcid,dim,milestone,error
19,10,1,4.615599e+09
19,10,2,2.958808e+09
19,10,3,2.681148e+09
19,10,5,2.681148e+09
19,10,10,1.776113e+06
19,10,20,8.318948e+05
19,10,30,1.143632e+04
19,10,40,1.116858e+04
19,10,50,1.098177e+04
19,10,60,1.097813e+04
19,10,70,1.097813e+04
19,10,80,1.097813e+04
19,10,90,1.097813e+04
19,10,100,1.097813e+04
19,10,1,1.631553e+09
19,10,2,1.616055e+09
19,10,3,1.616055e+09
19,10,5,1.616055e+09
19,10,10,5.568633e+07
19,10,20,1.565322e+04
19,10,30,1.565322e+04
19,10,40,1.515737e+04
19,10,50,1.505725e+04
19,10,60,1.505725e+04
19,10,70,1.505725e+04
19,10,80,1.505725e+04
19,10,90,1.278183e+04
19,10,100,1.152811e+04
19,10,1,3.371360e+06
19,10,2,1.377042e+06
19,10,3,9.183945e+05
19,10,5,4.884171e+05
19,10,10,3.518106e+05
19,10,20,3.331929e+05
19,10,30,3.331929e+05
19,10,40,3.331929e+05
19,10,50,4.203297e+03
19,10,60,3.912679e+03
19,10,70,3.480156e+03
19,10,80,3.116121e+02
19,10,90,3.116121e+02
19,10,100,3.116121e+02
19,10,1,1.848112e+09
19,10,2,2.500146e+04
19,10,3,1.779556e+04
19,10,5,1.627849e+04
19,10,10,1.623242e+04
19,10,20,1.609929e+04
19,10,30,1.583950e+04
19,10,40,1.583950e+04
19,10,50,1.583950e+04
19,10,60,1.583950e+04
19,10,70,1.583950e+04
19,10,80,1.583950e+04
19,10,90,1.583950e+04
19,10,100,1.583950e+04
19,10,1,1.590739e+09
19,10,2,1.056264e+06
19,10,3,2.629003e+05
19,10,5,2.322611e+05
19,10,10,1.965804e+05
19,10,20,1.329158e+05
19,10,30,7.102785e+04
19,10,40,5.934027e+04
19,10,50,5.934027e+04
19,10,60,5.934027e+04
19,10,70,2.977374e+03
19,10,80,2.977374e+03
19,10,90,2.977374e+03
19,10,100,2.977374e+03
19,10,1,2.588044e+03
19,10,2,2.588044e+03
19,10,3,2.547499e+03
19,10,5,2.502137e+03
19,10,10,1.556853e+03
19,10,20,1.556853e+03
19,10,30,1.556853e+03
19,10,40,1.556853e+03
19,10,50,1.556853e+03
19,10,60,1.556853e+03
19,10,70,1.556853e+03
19,10,80,1.556853e+03
19,10,90,1.556853e+03
19,10,100,1.556853e+03
19,10,1,1.341413e+09
19,10,2,1.333187e+09
19,10,3,6.335599e+04
19,10,5,2.821420e+04
19,10,10,2.161800e+04
19,10,20,2.040215e+04
19,10,30,2.035212e+04
19,10,40,2.005262e+04
19,10,50,5.193137e+03
19,10,60,5.193137e+03
19,10,70,5.193137e+03
19,10,80,5.193137e+03
19,10,90,5.190980e+03
19,10,100,5.185824e+03
19,10,1,2.633118e+09
19,10,2,9.827084e+07
19,10,3,6.039155e+07
19,10,5,6.039155e+07
19,10,10,6.039155e+07
19,10,20,6.238193e+02
19,10,30,6.238193e+02
19,10,40,6.238193e+02
19,10,50,5.921096e+02
19,10,60,5.921096e+02
19,10,70,5.921096e+02
19,10,80,5.921096e+02
19,10,90,5.921096e+02
19,10,100,5.921096e+02
19,10,1,6.371042e+10
19,10,2,2.931584e+04
19,10,3,2.907090e+04
19,10,5,2.862746e+04
19,10,10,2.804126e+04
19,10,20,2.707229e+04
19,10,30,2.286473e+04
19,10,40,1.696644e+04
19,10,50,1.696644e+04
19,10,60,1.696644e+04
19,10,70,1.696644e+04
19,10,80,2.255029e+03
19,10,90,2.255029e+03
19,10,100,2.255029e+03
19,10,1,1.871840e+10
19,10,2,1.866901e+10
19,10,3,1.866901e+10
19,10,5,1.028165e+09
19,10,10,7.220952e+05
19,10,20,2.328395e+05
19,10,30,1.088387e+05
19,10,40,1.088387e+05
19,10,50,1.088387e+05
19,10,60,2.380193e+04
19,10,70,2.199181e+04
19,10,80,2.076488e+04
19,10,90,2.076488e+04
19,10,100,2.076488e+04
